inventory_id,standard,version,term_type,term_name,iri,prefix_local,parent,domain,range,cardinality,definition,definition_ko,concept_tag,equivalent_terms,notes,source_url
INV-2018,Croissant,1.0,Property,containedIn,http://mlcommons.org/croissant/containedIn,cr:containedIn,,"cr:FileObject, cr:FileSet","cr:FileObject, cr:FileSet",0..*,"Another FileObject or FileSet that this one is contained in, e.g., in the case of a file extracted from an archive. When this property is present, the contentUrl is evaluated as a relative path within the container object.",이 파일이 포함된 다른 FileObject 또는 FileSet (예: 아카이브에서 추출된 파일).,structure.dataset,,"[CHECK] Not in JSON-LD context; defined in spec body only. MANY cardinality. FileSet definition extends: 'If multiple values are provided for containedIn, then the union of their contents is taken'",https://docs.mlcommons.org/croissant/docs/croissant-spec.html#fileobject
INV-2019,Croissant,1.0,Property,data,http://mlcommons.org/croissant/data,cr:data,,cr:RecordSet,JSON,0..*,One or more records that constitute the data of the RecordSet.,RecordSet의 데이터를 구성하는 레코드.,structure.recordset,,MANY cardinality; @json typed in JSON-LD context,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#recordset
INV-2020,Croissant,1.0,Property,dataType,http://mlcommons.org/croissant/dataType,cr:dataType,,"cr:Field, cr:RecordSet",rdfs:Class,0..*,"The data type of the field, identified by the URI of the corresponding class. It could be either an atomic type (e.g, sc:Integer) or a semantic type (e.g., sc:GeoLocation).","필드의 데이터 타입. 대응 클래스의 URI로 식별. 원자 타입(sc:Integer) 또는 시맨틱 타입(sc:GeoLocation) 가능.",structure.field,,MANY cardinality; @vocab typed in JSON-LD context,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#field
INV-2021,Croissant,1.0,Property,equivalentProperty,http://mlcommons.org/croissant/equivalentProperty,cr:equivalentProperty,,cr:Field,sc:URL,0..*,A property that is equivalent to this Field. Used in the case a dataType is specified on the RecordSet to map specific fields to specific properties associated with that dataType.,이 Field에 동등한 속성. RecordSet에 dataType이 지정된 경우 특정 필드를 해당 dataType과 연관된 속성에 매핑할 때 사용.,uncategorized,,"[CHECK] Not in JSON-LD context; defined in Field properties table. MANY cardinality",https://docs.mlcommons.org/croissant/docs/croissant-spec.html#field
INV-2022,Croissant,1.0,Property,examples,http://mlcommons.org/croissant/examples,cr:examples,,cr:RecordSet,"JSON, sc:URL",0..*,"One or more records provided as example content of the RecordSet, or a reference to data source that contains examples.","RecordSet의 예시 내용으로 제공되는 레코드 또는 예시를 담은 데이터 소스 참조.",structure.recordset,,MANY cardinality; @json typed in JSON-LD context,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#recordset
INV-2023,Croissant,1.0,Property,excludes,http://mlcommons.org/croissant/excludes,cr:excludes,,cr:FileSet,sc:Text,0..*,A glob pattern that specifies the files to exclude.,제외할 파일을 지정하는 glob 패턴.,distribution.url,,"[CHECK] Not in JSON-LD context; defined in FileSet properties table. MANY cardinality",https://docs.mlcommons.org/croissant/docs/croissant-spec.html#fileset
INV-2024,Croissant,1.0,Property,extract,http://mlcommons.org/croissant/extract,cr:extract,,cr:DataSource,cr:Extract,0..1,The extraction method from the provided source.,제공된 소스로부터의 추출 방식.,structure.field,,ONE cardinality,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#datasource
INV-2025,Croissant,1.0,Property,field,http://mlcommons.org/croissant/field,cr:field,,cr:RecordSet,cr:Field,0..*,"A data element that appears in the records of the RecordSet (e.g., one column of a table).","RecordSet의 레코드에 출현하는 데이터 요소 (예: 테이블의 한 컬럼).",structure.recordset,,MANY cardinality,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#recordset
INV-2026,Croissant,1.0,Property,fileObject,http://mlcommons.org/croissant/fileObject,cr:fileObject,,cr:DataSource,cr:FileObject,0..1,The name of the referenced FileObject source of the data.,참조된 FileObject 데이터 소스의 이름.,distribution.url,,ONE cardinality; references via @id,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#datasource
INV-2027,Croissant,1.0,Property,fileProperty,http://mlcommons.org/croissant/fileProperty,cr:fileProperty,,cr:Extract,sc:Text,0..1,"One of: fullpath, filename, content, lines, lineNumbers (used in Extract on FileObject/FileSet to select a file-level property).","파일 수준 속성 선택 (fullpath, filename, content, lines, lineNumbers 중 하나).",structure.field,,Spec lists 5 enum values in Extract table,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#extract
INV-2028,Croissant,1.0,Property,fileSet,http://mlcommons.org/croissant/fileSet,cr:fileSet,,cr:DataSource,cr:FileSet,0..1,The name of the referenced FileSet source of the data.,참조된 FileSet 데이터 소스의 이름.,distribution.url,,ONE cardinality; references via @id,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#datasource
INV-2029,Croissant,1.0,Property,format,http://mlcommons.org/croissant/format,cr:format,,cr:DataSource,cr:Format,0..1,"A format to parse the values of the data from text, e.g., a date format or number format.","텍스트에서 데이터 값을 파싱하는 포맷 (예: 날짜·숫자 포맷).",distribution.media_type,,ONE cardinality,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#datasource
INV-2030,Croissant,1.0,Property,includes,http://mlcommons.org/croissant/includes,cr:includes,,cr:FileSet,sc:Text,0..*,A glob pattern that specifies the files to include.,포함할 파일을 지정하는 glob 패턴.,distribution.url,,MANY cardinality,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#fileset
INV-2031,Croissant,1.0,Property,isLiveDataset,http://mlcommons.org/croissant/isLiveDataset,cr:isLiveDataset,,sc:Dataset,sc:Boolean,0..1,Whether the dataset is a live dataset.,데이터셋이 라이브 데이터셋인지 여부.,uncategorized,,"ONE cardinality. Live dataset = data evolves continuously (new snapshots released regularly)",https://docs.mlcommons.org/croissant/docs/croissant-spec.html#live-datasets
INV-2032,Croissant,1.0,Property,jsonPath,http://mlcommons.org/croissant/jsonPath,cr:jsonPath,,cr:Extract,sc:Text,0..1,A JSONPath expression (used in Extract on JSON sources to select values).,JSON 소스에서 값을 선택하는 JSONPath 표현식.,structure.field,,Defined in Extract table for JSON source,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#extract
INV-2033,Croissant,1.0,Property,key,http://mlcommons.org/croissant/key,cr:key,,cr:RecordSet,cr:Field,0..*,One or more fields whose values uniquely identify each record in the RecordSet.,RecordSet의 각 레코드를 고유하게 식별하는 하나 이상의 필드.,identification.identifier,,MANY cardinality,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#recordset
INV-2034,Croissant,1.0,Property,md5,http://mlcommons.org/croissant/md5,cr:md5,,cr:FileObject,sc:Text,0..1,The MD5 checksum of the file contents.,파일 내용의 MD5 체크섬.,uncategorized,"schema:sha256","[CHECK] Not formally defined as a standalone property in spec body; appears only in JSON-LD context. Definition synthesized from sc:sha256 analogy",https://docs.mlcommons.org/croissant/docs/croissant-spec.html#appendix-1-json-ld-context
INV-2035,Croissant,1.0,Property,parentField,http://mlcommons.org/croissant/parentField,cr:parentField,cr:subField,cr:Field,cr:Field,0..*,A special case of SubField that should be hidden because it references a Field that already appears in the RecordSet.,RecordSet에 이미 출현한 Field를 참조하므로 감춰야 하는 SubField의 특수 형태.,structure.field,,MANY cardinality,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#field
INV-2036,Croissant,1.0,Property,path,http://mlcommons.org/croissant/path,cr:path,,,,unspecified,(No definition provided in specification body),(명세 본문에 정의 없음),uncategorized,,"[CHECK] Appears only in JSON-LD context (Appendix 1); no description in spec body. Possibly reserved/forward-looking",https://docs.mlcommons.org/croissant/docs/croissant-spec.html#appendix-1-json-ld-context
INV-2037,Croissant,1.0,Property,recordSet,http://mlcommons.org/croissant/recordSet,cr:recordSet,,cr:DataSource,cr:RecordSet,0..1,The name of the referenced RecordSet source.,참조된 RecordSet 소스의 이름.,structure.recordset,,"ONE cardinality per DataSource table. Same alias also used at sc:Dataset level to list RecordSets (MANY); spec doesn't formally define dual-domain usage. [CHECK]",https://docs.mlcommons.org/croissant/docs/croissant-spec.html#datasource
INV-2038,Croissant,1.0,Property,references,http://mlcommons.org/croissant/references,cr:references,,cr:Field,cr:Field,0..*,Another Field of another RecordSet that this field references. This is the equivalent of a foreign key reference in a relational database.,이 필드가 참조하는 다른 RecordSet의 다른 Field. 관계형 DB의 외래 키에 해당.,structure.field,,MANY cardinality,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#field
INV-2039,Croissant,1.0,Property,regex,http://mlcommons.org/croissant/regex,cr:regex,,cr:Transform,sc:Text,0..1,A regular expression to parse the data.,데이터를 파싱하는 정규 표현식.,uncategorized,,One of the supported transformations,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#transform
INV-2040,Croissant,1.0,Property,repeated,http://mlcommons.org/croissant/repeated,cr:repeated,,cr:Field,sc:Boolean,0..1,"If true, then the Field is a list of values of type dataType.","true이면 Field는 dataType 타입의 값 리스트가 됨.",structure.field,,ONE cardinality,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#field
INV-2041,Croissant,1.0,Property,replace,http://mlcommons.org/croissant/replace,cr:replace,,cr:Transform,sc:Text,unspecified,A string replacement operation applied to source data values.,소스 데이터 값에 적용되는 문자열 치환 연산.,uncategorized,,"[CHECK] Not formally defined in spec body text; only appears in JSON-LD context. Definition synthesized from Transform context",https://docs.mlcommons.org/croissant/docs/croissant-spec.html#transform
INV-2042,Croissant,1.0,Property,separator,http://mlcommons.org/croissant/separator,cr:separator,,cr:Transform,sc:Text,unspecified,The character used to split a string into an array.,문자열을 배열로 분할하는 데 사용되는 문자.,uncategorized,,"[CHECK] Spec mentions 'delimiter' in Transform list but JSON-LD context uses 'separator' (cr:separator). Likely terminology mismatch in spec",https://docs.mlcommons.org/croissant/docs/croissant-spec.html#transform
INV-2043,Croissant,1.0,Property,source,http://mlcommons.org/croissant/source,cr:source,,cr:Field,"cr:DataSource, sc:URL",0..1,The data source of the field. This will generally reference a FileObject or FileSet's contents (e.g., a specific column of a table).,"필드의 데이터 소스. 일반적으로 FileObject·FileSet의 내용을 참조 (예: 테이블의 특정 컬럼).",structure.field,,ONE cardinality,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#field
INV-2044,Croissant,1.0,Property,subField,http://mlcommons.org/croissant/subField,cr:subField,,cr:Field,cr:Field,0..*,Another Field that is nested inside this one.,이 Field 안에 중첩된 또 다른 Field.,structure.field,,MANY cardinality,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#field
INV-2045,Croissant,1.0,Property,transform,http://mlcommons.org/croissant/transform,cr:transform,,cr:DataSource,cr:Transform,0..*,"A transformation to apply on source data on top of the extracted method as specified through extract, e.g., a regular expression or JSON query.","extract로 지정된 추출 방식 위에 소스 데이터에 적용할 변환 (예: 정규 표현식·JSON 쿼리).",uncategorized,,MANY cardinality,https://docs.mlcommons.org/croissant/docs/croissant-spec.html#datasource
